stage,route,stageType,profile,team,phase,phaseLabel,rider,card,slot,cost,target,power,packageTotalEffect
2,Tarragona > Barcelona,丘陵,hill,Team 02,setup,展開形成,Tadej Pogacar,丘陵加速,specialty,2,本人,4.28,8.245
2,Tarragona > Barcelona,丘陵,hill,Team 02,setup,展開形成,Jasper De Buyst,位置引き上げ,basic,1,味方エース,1.755,8.245
2,Tarragona > Barcelona,丘陵,hill,Team 02,setup,展開形成,Floris Van Tricht,安全誘導,basic,1,味方エース,1.158,8.245
2,Tarragona > Barcelona,丘陵,hill,Team 02,setup,展開形成,Nikias Arndt,位置引き上げ,basic,1,味方エース,1.775,8.245
2,Tarragona > Barcelona,丘陵,hill,Team 02,control,勝負所への運搬,Tadej Pogacar,丘陵加速,specialty,2,本人,4.041,8.245
2,Tarragona > Barcelona,丘陵,hill,Team 02,control,勝負所への運搬,Jasper De Buyst,位置引き上げ,basic,1,味方エース,1.269,8.245
2,Tarragona > Barcelona,丘陵,hill,Team 02,control,勝負所への運搬,Nikias Arndt,位置引き上げ,basic,1,味方エース,1.288,8.245
2,Tarragona > Barcelona,丘陵,hill,Team 02,control,勝負所への運搬,Vegard Stake Laengen,平坦牽引,basic,1,味方エース,1.057,8.245
2,Tarragona > Barcelona,丘陵,hill,Team 02,decisive,決着,Tadej Pogacar,丘陵加速,specialty,2,本人,4.501,8.245
2,Tarragona > Barcelona,丘陵,hill,Team 02,decisive,決着,Mikkel Bjerg,全開牽引,decisive,3,味方エース,3.735,8.245
2,Tarragona > Barcelona,丘陵,hill,Team 03,setup,展開形成,Primoz Roglic,最後の山岳牽引,specialty,2,味方エース,3.301,8.518
2,Tarragona > Barcelona,丘陵,hill,Team 03,setup,展開形成,Brady Gilmore,丘越え牽引,specialty,2,味方エース,3.292,8.518
2,Tarragona > Barcelona,丘陵,hill,Team 03,setup,展開形成,Danny van Poppel,位置引き上げ,basic,1,味方エース,1.791,8.518
2,Tarragona > Barcelona,丘陵,hill,Team 03,control,勝負所への運搬,Primoz Roglic,最後の山岳牽引,specialty,2,味方エース,3.666,8.518
2,Tarragona > Barcelona,丘陵,hill,Team 03,control,勝負所への運搬,Brady Gilmore,丘越え牽引,specialty,2,味方エース,3.657,8.518
2,Tarragona > Barcelona,丘陵,hill,Team 03,control,勝負所への運搬,Danny van Poppel,位置引き上げ,basic,1,味方エース,1.304,8.518
2,Tarragona > Barcelona,丘陵,hill,Team 03,decisive,決着,Primoz Roglic,最後の山岳牽引,specialty,2,味方エース,3.631,8.518
2,Tarragona > Barcelona,丘陵,hill,Team 03,decisive,決着,Brady Gilmore,丘越え牽引,specialty,2,味方エース,3.623,8.518
2,Tarragona > Barcelona,丘陵,hill,Team 03,decisive,決着,Danny van Poppel,位置引き上げ,basic,1,味方エース,1.266,8.518
2,Tarragona > Barcelona,丘陵,hill,Team 04,setup,展開形成,Ben O'Connor,最後の山岳牽引,specialty,2,味方エース,3.091,7.712
2,Tarragona > Barcelona,丘陵,hill,Team 04,setup,展開形成,Luka Mezgec,位置引き上げ,basic,1,味方エース,1.813,7.712
2,Tarragona > Barcelona,丘陵,hill,Team 04,setup,展開形成,Carlos Canal,坂前誘導,specialty,2,味方エース,3.2,7.712
2,Tarragona > Barcelona,丘陵,hill,Team 04,control,勝負所への運搬,Ben O'Connor,最後の山岳牽引,specialty,2,味方エース,3.468,7.712
2,Tarragona > Barcelona,丘陵,hill,Team 04,control,勝負所への運搬,Luka Mezgec,位置引き上げ,basic,1,味方エース,1.325,7.712
2,Tarragona > Barcelona,丘陵,hill,Team 04,control,勝負所への運搬,Santiago Buitrago,山岳牽引,basic,1,味方エース,1.213,7.712
2,Tarragona > Barcelona,丘陵,hill,Team 04,control,勝負所への運搬,Carlos Canal,丘陵牽引,basic,1,味方エース,2.07,7.712
2,Tarragona > Barcelona,丘陵,hill,Team 04,decisive,決着,Ben O'Connor,最後の山岳牽引,specialty,2,味方エース,3.445,7.712
2,Tarragona > Barcelona,丘陵,hill,Team 04,decisive,決着,Luke Durbridge,全開牽引,decisive,3,味方エース,3.807,7.712
2,Tarragona > Barcelona,丘陵,hill,Team 05,setup,展開形成,Mathieu van der Poel,前方進入,basic,1,本人,1.047,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,setup,展開形成,Markus Hoelgaard,進路確保,basic,1,味方エース,0.971,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,setup,展開形成,Kasper Asgreen,パヴェ護衛,basic,1,味方エース,0.971,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,setup,展開形成,Simone Consonni,位置引き上げ,basic,1,味方エース,1.783,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,setup,展開形成,Joshua Giddings,進路確保,basic,1,味方エース,0.985,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,control,勝負所への運搬,Kasper Asgreen,平坦牽引,basic,1,味方エース,1.048,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,control,勝負所への運搬,Jan Tratnik,平坦牽引,basic,1,味方エース,1.062,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,control,勝負所への運搬,Brieuc Rolland,山岳牽引,basic,1,味方エース,1.197,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,control,勝負所への運搬,Simone Consonni,位置引き上げ,basic,1,味方エース,1.295,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,control,勝負所への運搬,Joshua Giddings,トラブル復帰,basic,1,味方エース,1.055,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,decisive,決着,Jan Tratnik,全開牽引,decisive,3,味方エース,3.709,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 05,decisive,決着,Simone Consonni,高速リードアウト,specialty,2,味方エース,2.252,5.819
2,Tarragona > Barcelona,丘陵,hill,Team 06,setup,展開形成,Jasper Philipsen,高速リードアウト,specialty,2,味方エース,2.134,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 06,setup,展開形成,Clément Russo,進路確保,basic,1,味方エース,1.007,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 06,setup,展開形成,Magnus Cort,坂前誘導,specialty,2,味方エース,3.326,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 06,control,勝負所への運搬,Clément Russo,トラブル復帰,basic,1,味方エース,1.082,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 06,control,勝負所への運搬,Luke Plapp,平坦牽引,basic,1,味方エース,1.069,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 06,control,勝負所への運搬,Wilco Kelderman,山岳牽引,basic,1,味方エース,1.213,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 06,control,勝負所への運搬,Magnus Cort,丘陵牽引,basic,1,味方エース,2.161,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 06,control,勝負所への運搬,Kamil Gradek,平坦牽引,basic,1,味方エース,1.084,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 06,decisive,決着,Jasper Philipsen,車輪キープ,basic,1,本人,1.615,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 06,decisive,決着,Arne Marit,最終発射,decisive,3,味方エース,3.845,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 06,decisive,決着,Magnus Cort,丘陵牽引,basic,1,味方エース,1.564,6.76
2,Tarragona > Barcelona,丘陵,hill,Team 07,setup,展開形成,Remco Evenepoel,登坂リズム,basic,1,本人,1.006,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 07,setup,展開形成,Filippo Fiorelli,トレイン加速,specialty,2,味方チーム,2.046,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 07,setup,展開形成,Bert Van Lerberghe,位置引き上げ,basic,1,味方エース,1.785,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 07,setup,展開形成,Iván Romeo,位置引き上げ,basic,1,味方エース,1.807,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 07,control,勝負所への運搬,Remco Evenepoel,登坂ペースアップ,specialty,2,本人,2.542,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 07,control,勝負所への運搬,Bert Van Lerberghe,位置引き上げ,basic,1,味方エース,1.298,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 07,control,勝負所への運搬,Aurélien Paret-Peintre,山岳牽引,basic,1,味方エース,1.21,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 07,control,勝負所への運搬,Iván Romeo,位置引き上げ,basic,1,味方エース,1.319,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 07,decisive,決着,Remco Evenepoel,弾丸の独走,decisive,3,本人,5.263,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 07,decisive,決着,Bert Van Lerberghe,位置引き上げ,basic,1,味方エース,1.26,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 07,decisive,決着,Iván Romeo,位置引き上げ,basic,1,味方エース,1.281,7.083
2,Tarragona > Barcelona,丘陵,hill,Team 08,setup,展開形成,Jonas Vingegaard,最後の山岳牽引,specialty,2,味方エース,3.255,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 08,setup,展開形成,Lorenzo Rota,位置引き上げ,basic,1,味方エース,1.801,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 08,setup,展開形成,Yves Lampaert,パヴェ護衛,basic,1,味方エース,0.963,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 08,setup,展開形成,Mike Teunissen,位置引き上げ,basic,1,味方エース,1.811,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 08,control,勝負所への運搬,Jonas Vingegaard,最後の山岳牽引,specialty,2,味方エース,3.623,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 08,control,勝負所への運搬,Lorenzo Rota,丘陵牽引,basic,1,味方エース,2.178,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 08,control,勝負所への運搬,Mike Teunissen,位置引き上げ,basic,1,味方エース,1.322,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 08,control,勝負所への運搬,Diego Pescador,山岳牽引,basic,1,味方エース,1.209,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 08,decisive,決着,Jonas Vingegaard,山岳王の封鎖,decisive,3,本人,5.135,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 08,decisive,決着,Lorenzo Rota,丘陵牽引,basic,1,味方エース,1.581,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 08,decisive,決着,Mike Teunissen,位置引き上げ,basic,1,味方エース,1.284,8.057
2,Tarragona > Barcelona,丘陵,hill,Team 09,setup,展開形成,Erik Nordsæter Resell,坂前誘導,specialty,2,味方エース,3.117,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 09,setup,展開形成,Edward Theuns,位置引き上げ,basic,1,味方エース,1.794,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 09,setup,展開形成,Callum Thornley,隊列再編,specialty,2,味方チーム,2.171,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 09,control,勝負所への運搬,Edward Planckaert,トラブル復帰,basic,1,味方エース,1.068,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 09,control,勝負所への運搬,Erik Nordsæter Resell,丘陵牽引,basic,1,味方エース,2.031,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 09,control,勝負所への運搬,Edward Theuns,位置引き上げ,basic,1,味方エース,1.306,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 09,control,勝負所への運搬,Callum Thornley,平坦牽引,basic,1,味方エース,1.067,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 09,control,勝負所への運搬,Lionel Taminiaux,山岳牽引,basic,1,味方エース,1.202,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 09,decisive,決着,Filippo Ganna,車輪キープ,basic,1,本人,1.575,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 09,decisive,決着,Erik Nordsæter Resell,丘陵牽引,basic,1,味方エース,1.437,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 09,decisive,決着,Albert Withen Philipsen,全開牽引,decisive,3,味方エース,3.818,6.846
2,Tarragona > Barcelona,丘陵,hill,Team 10,setup,展開形成,Alberto Bettiol,前方進入,basic,1,本人,0.999,6.998
2,Tarragona > Barcelona,丘陵,hill,Team 10,setup,展開形成,Callum Scotson,進路確保,basic,1,味方エース,1.003,6.998
2,Tarragona > Barcelona,丘陵,hill,Team 10,setup,展開形成,Davide Ballerini,位置引き上げ,basic,1,味方エース,1.775,6.998
2,Tarragona > Barcelona,丘陵,hill,Team 10,setup,展開形成,Jonas Iversby Hvideberg,最後の山岳牽引,specialty,2,味方エース,3.051,6.998
2,Tarragona > Barcelona,丘陵,hill,Team 10,control,勝負所への運搬,Callum Scotson,トラブル復帰,basic,1,味方エース,1.087,6.998
2,Tarragona > Barcelona,丘陵,hill,Team 10,control,勝負所への運搬,Davide Ballerini,位置引き上げ,basic,1,味方エース,1.288,6.998
2,Tarragona > Barcelona,丘陵,hill,Team 10,control,勝負所への運搬,Clément Champoussin,山岳牽引,basic,1,味方エース,1.218,6.998
2,Tarragona > Barcelona,丘陵,hill,Team 10,control,勝負所への運搬,Jonas Iversby Hvideberg,最後の山岳牽引,specialty,2,味方エース,3.431,6.998
2,Tarragona > Barcelona,丘陵,hill,Team 10,decisive,決着,Davide Ballerini,最終発射,decisive,3,味方エース,3.665,6.998
2,Tarragona > Barcelona,丘陵,hill,Team 10,decisive,決着,Jonas Iversby Hvideberg,最後の山岳牽引,specialty,2,味方エース,3.41,6.998
2,Tarragona > Barcelona,丘陵,hill,Team 11,setup,展開形成,Léo Bisiaux,進路確保,basic,1,味方エース,0.997,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,setup,展開形成,Bob Jungels,平坦牽引,basic,1,味方エース,0.97,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,setup,展開形成,Emiel Verstrynge,位置引き上げ,basic,1,味方エース,1.808,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,setup,展開形成,Julius van den Berg,位置引き上げ,basic,1,味方エース,1.807,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,setup,展開形成,Bart Lemmen,平坦牽引,basic,1,味方エース,0.988,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,control,勝負所への運搬,Léo Bisiaux,トラブル復帰,basic,1,味方エース,1.064,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,control,勝負所への運搬,Einer Rubio,山岳牽引,basic,1,味方エース,1.202,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,control,勝負所への運搬,Emiel Verstrynge,位置引き上げ,basic,1,味方エース,1.32,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,control,勝負所への運搬,Julius van den Berg,位置引き上げ,basic,1,味方エース,1.319,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,control,勝負所への運搬,Bart Lemmen,平坦牽引,basic,1,味方エース,1.073,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,decisive,決着,Tim Merlier,車輪キープ,basic,1,本人,1.661,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,decisive,決着,Nils Politt,全開牽引,decisive,3,味方エース,3.801,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 11,decisive,決着,Emiel Verstrynge,位置引き上げ,basic,1,味方エース,1.282,6.471
2,Tarragona > Barcelona,丘陵,hill,Team 12,setup,展開形成,Julian Alaphilippe,短坂アタック,specialty,2,本人,4.248,9.163
2,Tarragona > Barcelona,丘陵,hill,Team 12,setup,展開形成,Fredrik Dversnes,位置引き上げ,basic,1,味方エース,1.775,9.163
2,Tarragona > Barcelona,丘陵,hill,Team 12,setup,展開形成,Juan Pedro López,最後の山岳牽引,specialty,2,味方エース,3.079,9.163
2,Tarragona > Barcelona,丘陵,hill,Team 12,control,勝負所への運搬,Julian Alaphilippe,短坂アタック,specialty,2,本人,4.01,9.163
2,Tarragona > Barcelona,丘陵,hill,Team 12,control,勝負所への運搬,Darren Rafferty,位置引き上げ,basic,1,味方エース,1.317,9.163
2,Tarragona > Barcelona,丘陵,hill,Team 12,control,勝負所への運搬,Jacopo Mosca,最後の山岳牽引,specialty,2,味方エース,3.585,9.163
2,Tarragona > Barcelona,丘陵,hill,Team 12,decisive,決着,Julian Alaphilippe,短坂アタック,specialty,2,本人,4.472,9.163
2,Tarragona > Barcelona,丘陵,hill,Team 12,decisive,決着,Fredrik Dversnes,位置引き上げ,basic,1,味方エース,1.287,9.163
2,Tarragona > Barcelona,丘陵,hill,Team 12,decisive,決着,Juan Pedro López,最後の山岳牽引,specialty,2,味方エース,3.606,9.163
2,Tarragona > Barcelona,丘陵,hill,Team 13,setup,展開形成,Paul Seixas,最後の山岳牽引,specialty,2,味方エース,3.187,8.564
2,Tarragona > Barcelona,丘陵,hill,Team 13,setup,展開形成,Tao Geoghegan Hart,最後の山岳牽引,specialty,2,味方エース,3.073,8.564
2,Tarragona > Barcelona,丘陵,hill,Team 13,setup,展開形成,Dries Van Gestel,位置引き上げ,basic,1,味方エース,1.773,8.564
2,Tarragona > Barcelona,丘陵,hill,Team 13,control,勝負所への運搬,Paul Seixas,最後の山岳牽引,specialty,2,味方エース,3.559,8.564
2,Tarragona > Barcelona,丘陵,hill,Team 13,control,勝負所への運搬,Tao Geoghegan Hart,最後の山岳牽引,specialty,2,味方エース,3.451,8.564
2,Tarragona > Barcelona,丘陵,hill,Team 13,control,勝負所への運搬,Dries Van Gestel,丘陵牽引,basic,1,味方エース,2.118,8.564
2,Tarragona > Barcelona,丘陵,hill,Team 13,decisive,決着,Paul Seixas,最後の山岳牽引,specialty,2,味方エース,3.53,8.564
2,Tarragona > Barcelona,丘陵,hill,Team 13,decisive,決着,Tao Geoghegan Hart,最後の山岳牽引,specialty,2,味方エース,3.429,8.564
2,Tarragona > Barcelona,丘陵,hill,Team 13,decisive,決着,Dries Van Gestel,丘陵牽引,basic,1,味方エース,1.523,8.564
2,Tarragona > Barcelona,丘陵,hill,Team 14,setup,展開形成,Juan Ayuso,最後の山岳牽引,specialty,2,味方エース,3.073,8.583
2,Tarragona > Barcelona,丘陵,hill,Team 14,setup,展開形成,Johan Jacobs,位置引き上げ,basic,1,味方エース,1.752,8.583
2,Tarragona > Barcelona,丘陵,hill,Team 14,setup,展開形成,Guillermo Thomas Silva,坂前誘導,specialty,2,味方エース,3.286,8.583
2,Tarragona > Barcelona,丘陵,hill,Team 14,control,勝負所への運搬,Juan Ayuso,最後の山岳牽引,specialty,2,味方エース,3.451,8.583
2,Tarragona > Barcelona,丘陵,hill,Team 14,control,勝負所への運搬,Harold Martín López,最後の山岳牽引,specialty,2,味方エース,3.54,8.583
2,Tarragona > Barcelona,丘陵,hill,Team 14,control,勝負所への運搬,Guillermo Thomas Silva,丘陵牽引,basic,1,味方エース,2.131,8.583
2,Tarragona > Barcelona,丘陵,hill,Team 14,decisive,決着,Juan Ayuso,最後の山岳牽引,specialty,2,味方エース,3.429,8.583
